Symbol,Date,Close
TSLA,1/4/2021 16:00:00,243.26
TSLA,1/5/2021 16:00:00,245.04
TSLA,1/6/2021 16:00:00,251.99
TSLA,1/7/2021 16:00:00,272.01
TSLA,1/8/2021 16:00:00,293.34
TSLA,1/11/2021 16:00:00,270.4
TSLA,1/12/2021 16:00:00,283.15
TSLA,1/13/2021 16:00:00,284.8
TSLA,1/14/2021 16:00:00,281.67
TSLA,1/15/2021 16:00:00,275.39
TSLA,1/19/2021 16:00:00,281.52
TSLA,1/20/2021 16:00:00,283.48
TSLA,1/21/2021 16:00:00,281.66
TSLA,1/22/2021 16:00:00,282.21
TSLA,1/25/2021 16:00:00,293.6
TSLA,1/26/2021 16:00:00,294.36
TSLA,1/27/2021 16:00:00,288.05
TSLA,1/28/2021 16:00:00,278.48
TSLA,1/29/2021 16:00:00,264.51
TSLA,2/1/2021 16:00:00,279.94
TSLA,2/2/2021 16:00:00,290.93
TSLA,2/3/2021 16:00:00,284.9
TSLA,2/4/2021 16:00:00,283.33
TSLA,2/5/2021 16:00:00,284.08
TSLA,2/8/2021 16:00:00,287.81
TSLA,2/9/2021 16:00:00,283.15
TSLA,2/10/2021 16:00:00,268.27
TSLA,2/11/2021 16:00:00,270.55
TSLA,2/12/2021 16:00:00,272.04
TSLA,2/16/2021 16:00:00,265.41
TSLA,2/17/2021 16:00:00,266.05
TSLA,2/18/2021 16:00:00,262.46
TSLA,2/19/2021 16:00:00,260.43
TSLA,2/22/2021 16:00:00,238.17
TSLA,2/23/2021 16:00:00,232.95
TSLA,2/24/2021 16:00:00,247.34
TSLA,2/25/2021 16:00:00,227.41
TSLA,2/26/2021 16:00:00,225.17
TSLA,3/1/2021 16:00:00,239.48
TSLA,3/2/2021 16:00:00,228.81
TSLA,3/3/2021 16:00:00,217.73
TSLA,3/4/2021 16:00:00,207.15
TSLA,3/5/2021 16:00:00,199.32
TSLA,3/8/2021 16:00:00,187.67
TSLA,3/9/2021 16:00:00,224.53
TSLA,3/10/2021 16:00:00,222.69
TSLA,3/11/2021 16:00:00,233.2
TSLA,3/12/2021 16:00:00,231.24
TSLA,3/15/2021 16:00:00,235.98
TSLA,3/16/2021 16:00:00,225.63
TSLA,3/17/2021 16:00:00,233.94
TSLA,3/18/2021 16:00:00,217.72
TSLA,3/19/2021 16:00:00,218.29
TSLA,3/22/2021 16:00:00,223.33
TSLA,3/23/2021 16:00:00,220.72
TSLA,3/24/2021 16:00:00,210.09
TSLA,3/25/2021 16:00:00,213.46
TSLA,3/26/2021 16:00:00,206.24
TSLA,3/29/2021 16:00:00,203.76
TSLA,3/30/2021 16:00:00,211.87
TSLA,3/31/2021 16:00:00,222.64
TSLA,4/1/2021 16:00:00,220.58
TSLA,4/5/2021 16:00:00,230.35
TSLA,4/6/2021 16:00:00,230.54
TSLA,4/7/2021 16:00:00,223.66
TSLA,4/8/2021 16:00:00,227.93
TSLA,4/9/2021 16:00:00,225.67
TSLA,4/12/2021 16:00:00,233.99
TSLA,4/13/2021 16:00:00,254.11
TSLA,4/14/2021 16:00:00,244.08
TSLA,4/15/2021 16:00:00,246.28
TSLA,4/16/2021 16:00:00,246.59
TSLA,4/19/2021 16:00:00,238.21
TSLA,4/20/2021 16:00:00,239.66
TSLA,4/21/2021 16:00:00,248.04
TSLA,4/22/2021 16:00:00,239.9
TSLA,4/23/2021 16:00:00,243.13
TSLA,4/26/2021 16:00:00,246.07
TSLA,4/27/2021 16:00:00,234.91
TSLA,4/28/2021 16:00:00,231.47
TSLA,4/29/2021 16:00:00,225.67
TSLA,4/30/2021 16:00:00,236.48
TSLA,5/3/2021 16:00:00,228.3
TSLA,5/4/2021 16:00:00,224.53
TSLA,5/5/2021 16:00:00,223.65
TSLA,5/6/2021 16:00:00,221.18
TSLA,5/7/2021 16:00:00,224.12
TSLA,5/10/2021 16:00:00,209.68
TSLA,5/11/2021 16:00:00,205.73
TSLA,5/12/2021 16:00:00,196.63
TSLA,5/13/2021 16:00:00,190.56
TSLA,5/14/2021 16:00:00,196.58
TSLA,5/17/2021 16:00:00,192.28
TSLA,5/18/2021 16:00:00,192.62
TSLA,5/19/2021 16:00:00,187.82
TSLA,5/20/2021 16:00:00,195.59
TSLA,5/21/2021 16:00:00,193.63
TSLA,5/24/2021 16:00:00,202.15
TSLA,5/25/2021 16:00:00,201.56
TSLA,5/26/2021 16:00:00,206.38
TSLA,5/27/2021 16:00:00,210.28
TSLA,5/28/2021 16:00:00,208.41
TSLA,6/1/2021 16:00:00,207.97
TSLA,6/2/2021 16:00:00,201.71
TSLA,6/3/2021 16:00:00,190.95
TSLA,6/4/2021 16:00:00,199.68
TSLA,6/7/2021 16:00:00,201.71
TSLA,6/8/2021 16:00:00,201.2
TSLA,6/9/2021 16:00:00,199.59
TSLA,6/10/2021 16:00:00,203.37
TSLA,6/11/2021 16:00:00,203.3
TSLA,6/14/2021 16:00:00,205.9
TSLA,6/15/2021 16:00:00,199.79
TSLA,6/16/2021 16:00:00,201.62
TSLA,6/17/2021 16:00:00,205.53
TSLA,6/18/2021 16:00:00,207.77
TSLA,6/21/2021 16:00:00,206.94
TSLA,6/22/2021 16:00:00,207.9
TSLA,6/23/2021 16:00:00,218.86
TSLA,6/24/2021 16:00:00,226.61
TSLA,6/25/2021 16:00:00,223.96
TSLA,6/28/2021 16:00:00,229.57
TSLA,6/29/2021 16:00:00,226.92
TSLA,6/30/2021 16:00:00,226.57
TSLA,7/1/2021 16:00:00,225.97
TSLA,7/2/2021 16:00:00,226.3
TSLA,7/6/2021 16:00:00,219.86
TSLA,7/7/2021 16:00:00,214.88
TSLA,7/8/2021 16:00:00,217.6
TSLA,7/9/2021 16:00:00,218.98
TSLA,7/12/2021 16:00:00,228.57
TSLA,7/13/2021 16:00:00,222.85
TSLA,7/14/2021 16:00:00,217.79
TSLA,7/15/2021 16:00:00,216.87
TSLA,7/16/2021 16:00:00,214.74
TSLA,7/19/2021 16:00:00,215.41
TSLA,7/20/2021 16:00:00,220.17
TSLA,7/21/2021 16:00:00,218.43
TSLA,7/22/2021 16:00:00,216.42
TSLA,7/23/2021 16:00:00,214.46
TSLA,7/26/2021 16:00:00,219.21
TSLA,7/27/2021 16:00:00,214.93
TSLA,7/28/2021 16:00:00,215.66
TSLA,7/29/2021 16:00:00,225.78
TSLA,7/30/2021 16:00:00,229.07
TSLA,8/2/2021 16:00:00,236.56
TSLA,8/3/2021 16:00:00,236.58
TSLA,8/4/2021 16:00:00,236.97
TSLA,8/5/2021 16:00:00,238.21
TSLA,8/6/2021 16:00:00,233.03
TSLA,8/9/2021 16:00:00,237.92
TSLA,8/10/2021 16:00:00,236.66
TSLA,8/11/2021 16:00:00,235.94
TSLA,8/12/2021 16:00:00,240.75
TSLA,8/13/2021 16:00:00,239.06
TSLA,8/16/2021 16:00:00,228.72
TSLA,8/17/2021 16:00:00,221.9
TSLA,8/18/2021 16:00:00,229.66
TSLA,8/19/2021 16:00:00,224.49
TSLA,8/20/2021 16:00:00,226.75
TSLA,8/23/2021 16:00:00,235.43
TSLA,8/24/2021 16:00:00,236.16
TSLA,8/25/2021 16:00:00,237.07
TSLA,8/26/2021 16:00:00,233.72
TSLA,8/27/2021 16:00:00,237.31
TSLA,8/30/2021 16:00:00,243.64
TSLA,8/31/2021 16:00:00,245.24
TSLA,9/1/2021 16:00:00,244.7
TSLA,9/2/2021 16:00:00,244.13
TSLA,9/3/2021 16:00:00,244.52
TSLA,9/7/2021 16:00:00,250.97
TSLA,9/8/2021 16:00:00,251.29
TSLA,9/9/2021 16:00:00,251.62
TSLA,9/10/2021 16:00:00,245.42
TSLA,9/13/2021 16:00:00,247.67
TSLA,9/14/2021 16:00:00,248.16
TSLA,9/15/2021 16:00:00,251.94
TSLA,9/16/2021 16:00:00,252.33
TSLA,9/17/2021 16:00:00,253.16
TSLA,9/20/2021 16:00:00,243.39
TSLA,9/21/2021 16:00:00,246.46
TSLA,9/22/2021 16:00:00,250.65
TSLA,9/23/2021 16:00:00,251.21
TSLA,9/24/2021 16:00:00,258.13
TSLA,9/27/2021 16:00:00,263.79
TSLA,9/28/2021 16:00:00,259.19
TSLA,9/29/2021 16:00:00,260.44
TSLA,9/30/2021 16:00:00,258.49
TSLA,10/1/2021 16:00:00,258.41
TSLA,10/4/2021 16:00:00,260.51
TSLA,10/5/2021 16:00:00,260.2
TSLA,10/6/2021 16:00:00,260.92
TSLA,10/7/2021 16:00:00,264.54
TSLA,10/8/2021 16:00:00,261.83
TSLA,10/11/2021 16:00:00,263.98
TSLA,10/12/2021 16:00:00,268.57
