Symbol,Date,Close
MSFT,1/2/2018 16:00:00,85.95
MSFT,1/3/2018 16:00:00,86.35
MSFT,1/4/2018 16:00:00,87.11
MSFT,1/5/2018 16:00:00,88.19
MSFT,1/8/2018 16:00:00,88.28
MSFT,1/9/2018 16:00:00,88.22
MSFT,1/10/2018 16:00:00,87.82
MSFT,1/11/2018 16:00:00,88.08
MSFT,1/12/2018 16:00:00,89.6
MSFT,1/16/2018 16:00:00,88.35
MSFT,1/17/2018 16:00:00,90.14
MSFT,1/18/2018 16:00:00,90.1
MSFT,1/19/2018 16:00:00,90
MSFT,1/22/2018 16:00:00,91.61
MSFT,1/23/2018 16:00:00,91.9
MSFT,1/24/2018 16:00:00,91.82
MSFT,1/25/2018 16:00:00,92.33
MSFT,1/26/2018 16:00:00,94.06
MSFT,1/29/2018 16:00:00,93.92
MSFT,1/30/2018 16:00:00,92.74
MSFT,1/31/2018 16:00:00,95.01
MSFT,2/1/2018 16:00:00,94.26
MSFT,2/2/2018 16:00:00,91.78
MSFT,2/5/2018 16:00:00,88
MSFT,2/6/2018 16:00:00,91.33
MSFT,2/7/2018 16:00:00,89.61
MSFT,2/8/2018 16:00:00,85.01
MSFT,2/9/2018 16:00:00,88.18
MSFT,2/12/2018 16:00:00,89.13
MSFT,2/13/2018 16:00:00,89.83
MSFT,2/14/2018 16:00:00,90.81
MSFT,2/15/2018 16:00:00,92.66
MSFT,2/16/2018 16:00:00,92
MSFT,2/20/2018 16:00:00,92.72
MSFT,2/21/2018 16:00:00,91.49
MSFT,2/22/2018 16:00:00,91.73
MSFT,2/23/2018 16:00:00,94.06
MSFT,2/26/2018 16:00:00,95.42
MSFT,2/27/2018 16:00:00,94.2
MSFT,2/28/2018 16:00:00,93.77
MSFT,3/1/2018 16:00:00,92.85
MSFT,3/2/2018 16:00:00,93.05
MSFT,3/5/2018 16:00:00,93.64
MSFT,3/6/2018 16:00:00,93.32
MSFT,3/7/2018 16:00:00,93.86
MSFT,3/8/2018 16:00:00,94.43
MSFT,3/9/2018 16:00:00,96.54
MSFT,3/12/2018 16:00:00,96.77
MSFT,3/13/2018 16:00:00,94.41
MSFT,3/14/2018 16:00:00,93.85
MSFT,3/15/2018 16:00:00,94.18
MSFT,3/16/2018 16:00:00,94.6
MSFT,3/19/2018 16:00:00,92.89
MSFT,3/20/2018 16:00:00,93.13
MSFT,3/21/2018 16:00:00,92.48
MSFT,3/22/2018 16:00:00,89.79
MSFT,3/23/2018 16:00:00,87.18
MSFT,3/26/2018 16:00:00,93.78
MSFT,3/27/2018 16:00:00,89.47
MSFT,3/28/2018 16:00:00,89.39
MSFT,3/29/2018 16:00:00,91.27
MSFT,4/2/2018 16:00:00,88.52
MSFT,4/3/2018 16:00:00,89.71
MSFT,4/4/2018 16:00:00,92.33
MSFT,4/5/2018 16:00:00,92.38
MSFT,4/6/2018 16:00:00,90.23
MSFT,4/9/2018 16:00:00,90.77
MSFT,4/10/2018 16:00:00,92.88
MSFT,4/11/2018 16:00:00,91.86
MSFT,4/12/2018 16:00:00,93.58
MSFT,4/13/2018 16:00:00,93.08
MSFT,4/16/2018 16:00:00,94.17
MSFT,4/17/2018 16:00:00,96.07
MSFT,4/18/2018 16:00:00,96.44
MSFT,4/19/2018 16:00:00,96.11
MSFT,4/20/2018 16:00:00,95
MSFT,4/23/2018 16:00:00,95.35
MSFT,4/24/2018 16:00:00,93.12
MSFT,4/25/2018 16:00:00,92.31
MSFT,4/26/2018 16:00:00,94.26
MSFT,4/27/2018 16:00:00,95.82
MSFT,4/30/2018 16:00:00,93.52
MSFT,5/1/2018 16:00:00,95
MSFT,5/2/2018 16:00:00,93.51
MSFT,5/3/2018 16:00:00,94.07
MSFT,5/4/2018 16:00:00,95.16
MSFT,5/7/2018 16:00:00,96.22
MSFT,5/8/2018 16:00:00,95.81
MSFT,5/9/2018 16:00:00,96.94
MSFT,5/10/2018 16:00:00,97.91
MSFT,5/11/2018 16:00:00,97.7
MSFT,5/14/2018 16:00:00,98.03
MSFT,5/15/2018 16:00:00,97.32
MSFT,5/16/2018 16:00:00,97.15
MSFT,5/17/2018 16:00:00,96.18
MSFT,5/18/2018 16:00:00,96.36
MSFT,5/21/2018 16:00:00,97.6
MSFT,5/22/2018 16:00:00,97.5
MSFT,5/23/2018 16:00:00,98.66
MSFT,5/24/2018 16:00:00,98.31
MSFT,5/25/2018 16:00:00,98.36
MSFT,5/29/2018 16:00:00,98.01
MSFT,5/30/2018 16:00:00,98.95
MSFT,5/31/2018 16:00:00,98.84
MSFT,6/1/2018 16:00:00,100.79
MSFT,6/4/2018 16:00:00,101.67
MSFT,6/5/2018 16:00:00,102.19
MSFT,6/6/2018 16:00:00,102.49
MSFT,6/7/2018 16:00:00,100.88
MSFT,6/8/2018 16:00:00,101.63
MSFT,6/11/2018 16:00:00,101.05
MSFT,6/12/2018 16:00:00,101.31
MSFT,6/13/2018 16:00:00,100.85
MSFT,6/14/2018 16:00:00,101.42
MSFT,6/15/2018 16:00:00,100.13
MSFT,6/18/2018 16:00:00,100.86
MSFT,6/19/2018 16:00:00,100.86
MSFT,6/20/2018 16:00:00,101.87
MSFT,6/21/2018 16:00:00,101.14
MSFT,6/22/2018 16:00:00,100.41
MSFT,6/25/2018 16:00:00,98.39
MSFT,6/26/2018 16:00:00,99.08
MSFT,6/27/2018 16:00:00,97.54
MSFT,6/28/2018 16:00:00,98.63
MSFT,6/29/2018 16:00:00,98.61
MSFT,7/2/2018 16:00:00,100.01
MSFT,7/3/2018 13:00:00,99.05
MSFT,7/5/2018 16:00:00,99.76
MSFT,7/6/2018 16:00:00,101.16
MSFT,7/9/2018 16:00:00,101.85
MSFT,7/10/2018 16:00:00,102.12
MSFT,7/11/2018 16:00:00,101.98
MSFT,7/12/2018 16:00:00,104.19
MSFT,7/13/2018 16:00:00,105.43
MSFT,7/16/2018 16:00:00,104.91
MSFT,7/17/2018 16:00:00,105.95
MSFT,7/18/2018 16:00:00,105.12
MSFT,7/19/2018 16:00:00,104.4
MSFT,7/20/2018 16:00:00,106.27
MSFT,7/23/2018 16:00:00,107.97
MSFT,7/24/2018 16:00:00,107.66
MSFT,7/25/2018 16:00:00,110.83
MSFT,7/26/2018 16:00:00,109.62
MSFT,7/27/2018 16:00:00,107.68
MSFT,7/30/2018 16:00:00,105.37
MSFT,7/31/2018 16:00:00,106.08
MSFT,8/1/2018 16:00:00,106.28
MSFT,8/2/2018 16:00:00,107.57
MSFT,8/3/2018 16:00:00,108.04
MSFT,8/6/2018 16:00:00,108.13
MSFT,8/7/2018 16:00:00,108.88
MSFT,8/8/2018 16:00:00,109.49
MSFT,8/9/2018 16:00:00,109.67
MSFT,8/10/2018 16:00:00,109
MSFT,8/13/2018 16:00:00,108.21
MSFT,8/14/2018 16:00:00,109.56
MSFT,8/15/2018 16:00:00,107.66
MSFT,8/16/2018 16:00:00,107.64
MSFT,8/17/2018 16:00:00,107.58
MSFT,8/20/2018 16:00:00,106.87
MSFT,8/21/2018 16:00:00,105.98
MSFT,8/22/2018 16:00:00,107.06
MSFT,8/23/2018 16:00:00,107.56
MSFT,8/24/2018 16:00:00,108.4
MSFT,8/27/2018 16:00:00,109.6
MSFT,8/28/2018 16:00:00,110.26
MSFT,8/29/2018 16:00:00,112.02
MSFT,8/30/2018 16:00:00,111.95
MSFT,8/31/2018 16:00:00,112.33
MSFT,9/4/2018 16:00:00,111.71
MSFT,9/5/2018 16:00:00,108.49
MSFT,9/6/2018 16:00:00,108.74
MSFT,9/7/2018 16:00:00,108.21
MSFT,9/10/2018 16:00:00,109.38
MSFT,9/11/2018 16:00:00,111.24
MSFT,9/12/2018 16:00:00,111.71
MSFT,9/13/2018 16:00:00,112.91
MSFT,9/14/2018 16:00:00,113.37
MSFT,9/17/2018 16:00:00,112.14
MSFT,9/18/2018 16:00:00,113.21
MSFT,9/19/2018 16:00:00,111.7
MSFT,9/20/2018 16:00:00,113.57
MSFT,9/21/2018 16:00:00,114.26
MSFT,9/24/2018 16:00:00,114.67
MSFT,9/25/2018 16:00:00,114.45
MSFT,9/26/2018 16:00:00,113.98
MSFT,9/27/2018 16:00:00,114.41
MSFT,9/28/2018 16:00:00,114.37
MSFT,10/1/2018 16:00:00,115.61
MSFT,10/2/2018 16:00:00,115.15
MSFT,10/3/2018 16:00:00,115.17
MSFT,10/4/2018 16:00:00,112.79
MSFT,10/5/2018 16:00:00,112.13
MSFT,10/8/2018 16:00:00,110.85
MSFT,10/9/2018 16:00:00,112.26
MSFT,10/10/2018 16:00:00,106.16
MSFT,10/11/2018 16:00:00,105.91
MSFT,10/12/2018 16:00:00,109.57
MSFT,10/15/2018 16:00:00,107.6
MSFT,10/16/2018 16:00:00,111
MSFT,10/17/2018 16:00:00,110.71
MSFT,10/18/2018 16:00:00,108.5
MSFT,10/19/2018 16:00:00,108.66
MSFT,10/22/2018 16:00:00,109.63
MSFT,10/23/2018 16:00:00,108.1
MSFT,10/24/2018 16:00:00,102.32
MSFT,10/25/2018 16:00:00,108.3
MSFT,10/26/2018 16:00:00,106.96
MSFT,10/29/2018 16:00:00,103.85
MSFT,10/30/2018 16:00:00,103.73
MSFT,10/31/2018 16:00:00,106.81
MSFT,11/1/2018 16:00:00,105.92
MSFT,11/2/2018 16:00:00,106.16
MSFT,11/5/2018 16:00:00,107.51
MSFT,11/6/2018 16:00:00,107.72
MSFT,11/7/2018 16:00:00,111.96
MSFT,11/8/2018 16:00:00,111.75
MSFT,11/9/2018 16:00:00,109.57
MSFT,11/12/2018 16:00:00,106.87
MSFT,11/13/2018 16:00:00,106.94
MSFT,11/14/2018 16:00:00,104.97
MSFT,11/15/2018 16:00:00,107.28
MSFT,11/16/2018 16:00:00,108.29
MSFT,11/19/2018 16:00:00,104.62
MSFT,11/20/2018 16:00:00,101.71
MSFT,11/21/2018 16:00:00,103.11
MSFT,11/23/2018 13:00:00,103.07
MSFT,11/26/2018 16:00:00,106.47
MSFT,11/27/2018 16:00:00,107.14
MSFT,11/28/2018 16:00:00,111.12
MSFT,11/29/2018 16:00:00,110.19
MSFT,11/30/2018 16:00:00,110.89
MSFT,12/3/2018 16:00:00,112.09
MSFT,12/4/2018 16:00:00,108.52
MSFT,12/6/2018 16:00:00,109.19
MSFT,12/7/2018 16:00:00,104.82
MSFT,12/10/2018 16:00:00,107.59
MSFT,12/11/2018 16:00:00,108.59
MSFT,12/12/2018 16:00:00,109.08
MSFT,12/13/2018 16:00:00,109.45
MSFT,12/14/2018 16:00:00,106.03
MSFT,12/17/2018 16:00:00,102.89
MSFT,12/18/2018 16:00:00,103.97
MSFT,12/19/2018 16:00:00,103.69
MSFT,12/20/2018 16:00:00,101.51
MSFT,12/21/2018 16:00:00,98.23
MSFT,12/24/2018 13:00:00,94.13
MSFT,12/26/2018 16:00:00,100.56
MSFT,12/27/2018 16:00:00,101.18
MSFT,12/28/2018 16:00:00,100.39
MSFT,12/31/2018 16:00:00,101.57
MSFT,1/2/2019 16:00:00,101.12
MSFT,1/3/2019 16:00:00,97.4
MSFT,1/4/2019 16:00:00,101.93
MSFT,1/7/2019 16:00:00,102.06
MSFT,1/8/2019 16:00:00,102.8
MSFT,1/9/2019 16:00:00,104.27
MSFT,1/10/2019 16:00:00,103.6
